name,corp,detail_url,fee,before_month,benefits
신한카드 Mr.Life,신한카드,https://www.card-gorilla.com/card/detail/13,"해외겸용 15,000원",전월실적30만원 이상,"[{'공과금', '월납요금(공과금) 10% 할인서비스\n- 전기요금 /도시가스요금/ SKT, LG U+, KT 통신요금 할인\n* 인터넷/집전화/이동통신/결합상품 포함\n- 일 1회 할인 적용\n- 1회 이용 금액 5만원까지 할인 적용 (1회 최대 5천원 할인)\n\n할인한도안내\n- 전월실적 30만원~50만원 : 3천원\n- 전월실적 50만원 ~100만원 : 7천원\n- 전월실적 100만원 이상 : 1만원\n\n- 서비스 대상 거래건 중 신한카드 전표 매입 순서대로 결제일 할인이 적용됩니다.\n- 월납(공과금) 할인서비스는 전월 이용금액에 따라 제공된 월 할인 한도 내에서 서비스가 제공됩니다.\n- 신규 발급 회원에 대해서는 카드사용 등록월의 익월말(등록월+1개월)까지 3천원의 할인한도가 제공됩니다.\n- 전월 이용실적은 일시불+할부 금액 기준이며 (전월 할인거래 실적 포함) 교통이용금액은 전전월 이용금액 기준, 해외이용- 금액은 매입일자를 기준으로 적용됩니다\n- 월 기준 : 매월 1일 ~ 말일\n\n\n', '월납요금(공과금) 10% 할인서비스'}, {'편의점', 'TIME 할인서비스 10% 할인\n편의점 10% 할인\n- 편의점 업종\n- 서비스 영역별 각각 일 1회 할인 적용\n- 1회 이용 금액 1만원까지 할인 적용 (1회 최대 1천원 할인)\n- 월 5회 할인 적용\n\nTIME 할인서비스 할인한도안내\n- 전월실적 30만원~50만원 : 1만원\n- 전월실적 50만원 ~100만원 : 2만원\n- 전월실적 100만원 이상 : 3만원\n\n유의사항\n- 서비스 대상 거래건 중 신한카드 전표 매입 순서대로 결제일 할인이 적용됩니다.\n- TIME 할인서비스는 전월 이용금액에 따라 제공된 월 할인 한도 내에서 서비스가 제공됩니다.\n- 신규 발급 회원에 대해서는 카드사용 등록월의 익월말(등록월+1개월)까지 1만원의 할인한도가 제공됩니다.\n- 편의점, 병원/약국, 세탁소, 식음료는 신한카드 가맹점 업종 기준으로 할인이 제공됩니다.\n- Time 할인서비스는 주중/주말 상관없이 제공되는 서비스이며, Night Time 할인서비스는 승인시간 기준으로 오후 9시부터 오전 9시까지 제공됩니다.\n- 병원/약국 10% 할인서비스 대상 가맹점에서 동물병원은 제외되며, 치과/한의원은 포함 제공됩니다.\n- 티켓몬스터, 위메프, 쿠팡 사이트 직접 접속 시 혹은 대상가맹점 앱을 통해서 접속 시에만 할인이 적용됩니다.\n- 전월 이용실적은 일시불+할부 금액 기준이며 (전월 할인거래 실적 포함) 교통이용금액은 전전월 이용금액 기준, 해외이용금액은 매입일자를 기준으로 적용됩니다.\n- 월 기준 : 매월 1일 ~ 말일\n\n', '편의점 10% 할인'}, {'병원/약국업종 10% 할인', '병원/약국', 'TIME 할인서비스 10% 할인\n병원/약국업종 (동물병원 제외) 10% 할인\n- 서비스 영역별 각각 일 1회 할인 적용\n- 1회 이용 금액 1만원까지 할인 적용 (1회 최대 1천원 할인)\n- 월 5회 할인 적용\n\nTIME 할인서비스 할인한도안내\n- 전월실적 30만원~50만원 : 1만원\n- 전월실적 50만원 ~100만원 : 2만원\n- 전월실적 100만원 이상 : 3만원\n\n유의사항\n- 서비스 대상 거래건 중 신한카드 전표 매입 순서대로 결제일 할인이 적용됩니다.\n- TIME 할인서비스는 전월 이용금액에 따라 제공된 월 할인 한도 내에서 서비스가 제공됩니다.\n- 신규 발급 회원에 대해서는 카드사용 등록월의 익월말(등록월+1개월)까지 1만원의 할인한도가 제공됩니다.\n- 편의점, 병원/약국, 세탁소, 식음료는 신한카드 가맹점 업종 기준으로 할인이 제공됩니다.\n- Time 할인서비스는 주중/주말 상관없이 제공되는 서비스이며, Night Time 할인서비스는 승인시간 기준으로 오후 9시부터 오전 9시까지 제공됩니다.\n- 병원/약국 10% 할인서비스 대상 가맹점에서 동물병원은 제외되며, 치과/한의원은 포함 제공됩니다.\n- 티켓몬스터, 위메프, 쿠팡 사이트 직접 접속 시 혹은 대상가맹점 앱을 통해서 접속 시에만 할인이 적용됩니다.\n- 전월 이용실적은 일시불+할부 금액 기준이며 (전월 할인거래 실적 포함) 교통이용금액은 전전월 이용금액 기준, 해외이용금액은 매입일자를 기준으로 적용됩니다.\n- 월 기준 : 매월 1일 ~ 말일\n\n\n'}, {'생활', 'TIME 할인서비스 10% 할인\n세탁소 업종 10% 할인\n- 서비스 영역별 각각 일 1회 할인 적용\n- 1회 이용 금액 1만원까지 할인 적용 (1회 최대 1천원 할인)\n- 월 5회 할인 적용\n\nTIME 할인서비스 할인한도안내\n- 전월실적 30만원~50만원 : 1만원\n- 전월실적 50만원 ~100만원 : 2만원\n- 전월실적 100만원 이상 : 3만원\n\n유의사항\n- 서비스 대상 거래건 중 신한카드 전표 매입 순서대로 결제일 할인이 적용됩니다.\n- TIME 할인서비스는 전월 이용금액에 따라 제공된 월 할인 한도 내에서 서비스가 제공됩니다.\n- 신규 발급 회원에 대해서는 카드사용 등록월의 익월말(등록월+1개월)까지 1만원의 할인한도가 제공됩니다.\n- 편의점, 병원/약국, 세탁소, 식음료는 신한카드 가맹점 업종 기준으로 할인이 제공됩니다.\n- Time 할인서비스는 주중/주말 상관없이 제공되는 서비스이며, Night Time 할인서비스는 승인시간 기준으로 오후 9시부터 오전 9시까지 제공됩니다.\n- 병원/약국 10% 할인서비스 대상 가맹점에서 동물병원은 제외되며, 치과/한의원은 포함 제공됩니다.\n- 티켓몬스터, 위메프, 쿠팡 사이트 직접 접속 시 혹은 대상가맹점 앱을 통해서 접속 시에만 할인이 적용됩니다.\n- 전월 이용실적은 일시불+할부 금액 기준이며 (전월 할인거래 실적 포함) 교통이용금액은 전전월 이용금액 기준, 해외이용금액은 매입일자를 기준으로 적용됩니다.\n- 월 기준 : 매월 1일 ~ 말일\n\n', '세탁소 업종 10% 할인'}, {'오후 9시 ~ 오전 9시까지 Night 할인서비스 10% 할인\n온라인 쇼핑 10% 할인\n- 옥션, G마켓, AK몰, 11번가, 티켓몬스터, 위메프, 쿠팡\n- 서비스 영역별 각각 일 1회 할인 적용\n- 1회 이용 금액 1만원까지 할인 적용 (1회 최대 1천원 할인)\n- 월 10회 할인 적용\n\nTIME 할인서비스 할인한도안내\n- 전월실적 30만원~50만원 : 1만원\n- 전월실적 50만원 ~100만원 : 2만원\n- 전월실적 100만원 이상 : 3만원\n\n유의사항\n- 서비스 대상 거래건 중 신한카드 전표 매입 순서대로 결제일 할인이 적용됩니다.\n- TIME 할인서비스는 전월 이용금액에 따라 제공된 월 할인 한도 내에서 서비스가 제공됩니다.\n- 신규 발급 회원에 대해서는 카드사용 등록월의 익월말(등록월+1개월)까지 1만원의 할인한도가 제공됩니다.\n- 편의점, 병원/약국, 세탁소, 식음료는 신한카드 가맹점 업종 기준으로 할인이 제공됩니다.\n- Time 할인서비스는 주중/주말 상관없이 제공되는 서비스이며, Night Time 할인서비스는 승인시간 기준으로 오후 9시부터 오전 9시까지 제공됩니다.\n- 병원/약국 10% 할인서비스 대상 가맹점에서 동물병원은 제외되며, 치과/한의원은 포함 제공됩니다.\n- 티켓몬스터, 위메프, 쿠팡 사이트 직접 접속 시 혹은 대상가맹점 앱을 통해서 접속 시에만 할인이 적용됩니다.\n- 전월 이용실적은 일시불+할부 금액 기준이며 (전월 할인거래 실적 포함) 교통이용금액은 전전월 이용금액 기준, 해외이용금액은 매입일자를 기준으로 적용됩니다.\n- 월 기준 : 매월 1일 ~ 말일\n\n', '온라인 쇼핑 10% 할인', '온라인쇼핑'}, {'택시', '택시 10% 할인', '오후 9시 ~ 오전 9시까지 Night 할인서비스 10% 할인\n택시 10% 할인\n- 후불교통/비교통 카드 모두 적용\n- 서비스 영역별 각각 일 1회 할인 적용\n- 1회 이용 금액 1만원까지 할인 적용 (1회 최대 1천원 할인)\n- 월 10회 할인 적용\n\nTIME 할인서비스 할인한도안내\n- 전월실적 30만원~50만원 : 1만원\n- 전월실적 50만원 ~100만원 : 2만원\n- 전월실적 100만원 이상 : 3만원\n\n유의사항\n- 서비스 대상 거래건 중 신한카드 전표 매입 순서대로 결제일 할인이 적용됩니다.\n- TIME 할인서비스는 전월 이용금액에 따라 제공된 월 할인 한도 내에서 서비스가 제공됩니다.\n- 신규 발급 회원에 대해서는 카드사용 등록월의 익월말(등록월+1개월)까지 1만원의 할인한도가 제공됩니다.\n- 편의점, 병원/약국, 세탁소, 식음료는 신한카드 가맹점 업종 기준으로 할인이 제공됩니다.\n- Time 할인서비스는 주중/주말 상관없이 제공되는 서비스이며, Night Time 할인서비스는 승인시간 기준으로 오후 9시부터 오전 9시까지 제공됩니다.\n- 병원/약국 10% 할인서비스 대상 가맹점에서 동물병원은 제외되며, 치과/한의원은 포함 제공됩니다.\n- 티켓몬스터, 위메프, 쿠팡 사이트 직접 접속 시 혹은 대상가맹점 앱을 통해서 접속 시에만 할인이 적용됩니다.\n- 전월 이용실적은 일시불+할부 금액 기준이며 (전월 할인거래 실적 포함) 교통이용금액은 전전월 이용금액 기준, 해외이용금액은 매입일자를 기준으로 적용됩니다.\n- 월 기준 : 매월 1일 ~ 말일\n\n\n'}, {'식음료 10% 할인', '오후 9시 ~ 오전 9시까지 Night 할인서비스 10% 할인\n식음료 10% 할인\n- 한식, 양식, 일식, 중식, 뷔페, 일반대중음식, 패스트푸드, 커피전문점 업종\n- 서비스 영역별 각각 일 1회 할인 적용\n- 1회 이용 금액 1만원까지 할인 적용 (1회 최대 1천원 할인)\n- 월 10회 할인 적용\n\nTIME 할인서비스 할인한도안내\n- 전월실적 30만원~50만원 : 1만원\n- 전월실적 50만원 ~100만원 : 2만원\n- 전월실적 100만원 이상 : 3만원\n\n유의사항\n- 서비스 대상 거래건 중 신한카드 전표 매입 순서대로 결제일 할인이 적용됩니다.\n- TIME 할인서비스는 전월 이용금액에 따라 제공된 월 할인 한도 내에서 서비스가 제공됩니다.\n- 신규 발급 회원에 대해서는 카드사용 등록월의 익월말(등록월+1개월)까지 1만원의 할인한도가 제공됩니다.\n- 편의점, 병원/약국, 세탁소, 식음료는 신한카드 가맹점 업종 기준으로 할인이 제공됩니다.\n- Time 할인서비스는 주중/주말 상관없이 제공되는 서비스이며, Night Time 할인서비스는 승인시간 기준으로 오후 9시부터 오전 9시까지 제공됩니다.\n- 병원/약국 10% 할인서비스 대상 가맹점에서 동물병원은 제외되며, 치과/한의원은 포함 제공됩니다.\n- 티켓몬스터, 위메프, 쿠팡 사이트 직접 접속 시 혹은 대상가맹점 앱을 통해서 접속 시에만 할인이 적용됩니다.\n- 전월 이용실적은 일시불+할부 금액 기준이며 (전월 할인거래 실적 포함) 교통이용금액은 전전월 이용금액 기준, 해외이용금액은 매입일자를 기준으로 적용됩니다.\n- 월 기준 : 매월 1일 ~ 말일\n\n', '푸드'}, {'대형마트', '3대 마트 10% 할인', '주말할인서비스\n3대 마트 10% 할인\n- 이마트, 롯데마트, 홈플러스\n- 기업형 슈퍼마켓, 온라인몰 포함\n- 상품권 제외\n- 일 1회 할인 적용\n- 1회 이용 금액 5만원까지 할인 적용 (1회 최대 5천원 할인)\n\n주말 할인서비스 할인한도안내\n- 전월실적 30만원~50만원 : 3천원\n- 전월실적 50만원 ~100만원 : 7천원\n- 전월실적 100만원 이상 : 1만원\n\n유의사항\n- 서비스 대상 거래건 중 신한카드 전표 매입 순서대로 결제일 할인이 적용됩니다.\n- 주말 할인서비스는 전월 이용금액에 따라 제공된 월 할인 한도 내에서 서비스가 제공됩니다.\n- 신규 발급 회원에 대해서는 카드사용 등록월의 익월말(등록월+1개월)까지 3천원의 할인한도가 제공됩니다.\n- 주말 할인서비스는 “토요일/일요일”에 해당되며 토요일/일요일 외 공휴일은 해당되지 않습니다.\n- 정유사 공시 기준 휘발유가로 적용되어 할인되며, 등유/경유 거래도 휘발유가 기준으로 환산하여 서비스가 제공됩니다.\n- 각 주유소別 유가차이 및 유류에 따라 할인금액 차이가 발생할 수 있습니다.\n- 전월 이용실적은 일시불+할부 금액 기준이며 (전월 할인거래 실적 포함) 교통이용금액은 전전월 이용금액 기준, 해외이용금액은 매입일자를 기준으로 적용됩니다.\n- 월 기준 : 매월 1일 ~ 말일\n\n\n'}, {'주말할인서비스\n4대 정유사 리터당 60원 할인\n- SK에너지/GS칼텍스/에이치디현대오일뱅크/S-Oil\n- 휘발유, 등유, 경유(LPG 제외)\n- 일 1회\n- 1회 이용 금액 10만원까지 할인 적용\n- 월 이용 금액 30만원까지 할인 적용\n\n주말 할인서비스 할인한도안내\n- 전월실적 30만원~50만원 : 3천원\n- 전월실적 50만원 ~100만원 : 7천원\n- 전월실적 100만원 이상 : 1만원\n\n유의사항\n- 서비스 대상 거래건 중 신한카드 전표 매입 순서대로 결제일 할인이 적용됩니다.\n- 주말 할인서비스는 전월 이용금액에 따라 제공된 월 할인 한도 내에서 서비스가 제공됩니다.\n- 신규 발급 회원에 대해서는 카드사용 등록월의 익월말(등록월+1개월)까지 3천원의 할인한도가 제공됩니다.\n- 주말 할인서비스는 “토요일/일요일”에 해당되며 토요일/일요일 외 공휴일은 해당되지 않습니다.\n- 정유사 공시 기준 휘발유가로 적용되어 할인되며, 등유/경유 거래도 휘발유가 기준으로 환산하여 서비스가 제공됩니다.\n- 각 주유소別 유가차이 및 유류에 따라 할인금액 차이가 발생할 수 있습니다.\n- 전월 이용실적은 일시불+할부 금액 기준이며 (전월 할인거래 실적 포함) 교통이용금액은 전전월 이용금액 기준, 해외이용금액은 매입일자를 기준으로 적용됩니다.\n- 월 기준 : 매월 1일 ~ 말일\n', '주유소', '4대 정유사 리터당 60원 할인'}, {'인테이크몰 20% 할인', '온라인쇼핑', '건강한 라이프스타일 푸드 인테이크몰(www.shopintake.com) 결제 시 20% 할인\n- 전월 이용금액 (일시불+할부) 유실적 고객님께 월 4회까지 20% 할인이 제공됩니다.\n- 신규 발급 회원에 대해서는 카드사용 등록월의 익월말(등록월+1개월)까지 실적과 관계없이 할인이 제공됩니다.\n- 인테이크몰 직접 접속 시에만 할인이 적용됩니다.\n- <결제수단 선택> 화면에서 ""신한 Mr.Life 카드""를 선택하셔야 할인 적용이 됩니다. (일반 결제나 간편 결제로 진행하는 경우 할인 적용 불가)\n- 월 기준 : 매월 1일 ~ 말일\n\n\n'}]"
삼성카드 taptap O,삼성카드,https://www.card-gorilla.com/card/detail/51,"국내전용 10,000원 해외겸용 10,000원",전월실적30만원 이상,"[{'라이프스타일 패키지(옵션 패키지 중 택1)\n서비스 안내\n- 라이프스타일에 따른 옵션 패키지 선택 시 업종별 결제일할인(청구할인) 또는 빅포인트 적립\n- 쇼핑 7% 결제일할인 및 1% 적립\n- 커피 30% 또는 50% 결제일할인\n\n옵션패키지\n스타벅스\n50% 할인\n오픈마켓\n7% 할인\n소셜커머스\n1% 적립\n트렌디숍\n1% 적립\n스타벅스\n소셜커머스\n7% 할인\n오픈마켓\n1% 적립\n트렌디숍\n1% 적립\n스타벅스\n50% 할인\n트렌디숍\n7% 할인\n오픈마켓\n1% 적립\n소셜커머스\n1% 적립\n커피전문점\n30% 할인\n오픈마켓\n7% 할인\n소셜커머스\n1% 적립\n트렌디숍\n1% 적립\n커피전문점\n30% 할인\n소셜커머스\n7% 할인\n오픈마켓\n1% 적립\n트렌디숍\n1% 적립\n커피전문점\n30% 할인\n트렌디숍\n7% 할인\n오픈마켓\n1% 적립\n소셜커머스\n1% 적립\n\n이용방법\n- 삼성카드 앱을 통해 매월 옵션 패키지 변경 가능\n· 변경 신청 다음 달 1일에 자동 반영\n\n이용처\n- 오픈마켓: G마켓, 옥션, 11번가\n- 소셜커머스: 쿠팡, 티몬, 위메프\n- 트렌디숍: 편의점, 올리브영, 트렌디패션 (유니클로, 자라, H&M, 8SECONDS)\n- 커피전문점: 스타벅스, 투썸플레이스, 카페베네, 탐앤탐스, 커피빈, 엔제리너스, 할리스, 파스쿠찌, 아티제, 폴바셋\n\n이용조건\n- 한도조건\n* 할인 : 쇼핑 업종 월 5,000원, 커피 업종 월 10,000원\n* 적립 : 없음\n- 실적조건\n* 할인 : 전월 일시불 및 할부 이용금액 30만원 이상 시 제공\n* 적립 : 없음\n\n적립 제외 대상\n- 법인공용카드, 무이자할부, 다이어트할부, 삼성카드 할인이 적용된 일시불 및 할부 이용금액, 고용/산재보험 및 장애인 고용부담금, 국세/지방세/공과금, 대학 등록금, 대중교통, 택시, 고속버스(차내 단말기 및 고속버스 앱 결제), 고속도로 통행요금, 모바일 티머니, 선불카드 충전(삼성유포인트카드, 삼성전자 멤버십 BLUE 삼성선불카드, 삼성올앳카드 등), 이마트 이클럽, 문자알림서비스, 스마트오토서비스 이용금액\n\n유의사항\n- 삼성카드 가맹점 업종 분류 기준에 의한 등록 가맹점에 한합니다.\n- 해당 카드 이용 시 카드 혜택 외 삼성카드의 다른 할인 및 적립 혜택은 제공되지 않습니다.\n- 할인이 적용된 이용금액에 대해서는 포인트가 적립되지 않습니다.\n- 무이자할부 이용 시 할인 혜택은 적용되지 않습니다.\n- 트렌디숍, 커피전문점, 스타벅스의 경우 오프라인 매장(가두매장) 결제건에 한하며, 백화점, 쇼핑몰 내 임대매장 결제건은 제외됩니다.\n- 스타벅스의 경우 사이렌 오더 결제건도 할인 혜택이 적용되며, 상품권 구매 및 선불카드 충전건은 제외됩니다.\n- 전월 이용금액 산정 시, 할인 혜택이 적용된 이용금액(할인금액이 포함된 총 금액), 국세/지방세/공과금, 아파트 관리비, 대학 등록금, 대중교통, 택시, 상품권 구매, 선불카드 충전건은 제외됩니다.\n- 보너스클럽 이용 시 보너스포인트와 빅포인트 중 높은 적립률의 포인트가 적립됩니다.\n- 빅포인트의 유효기간은 5년으로, 유효기간 만료 시 월 단위로 자동 소멸됩니다.\n- 2014.4.30까지 적립된 빅포인트의 유효기간은 3년으로 적용됩니다.\n', '라이프스타일 패키지 선택', '선택형'}, {'대중교통', '대중교통·택시 10% 결제일할인', '서비스안내\n대중교통·택시 10% 결제일할인(청구할인)\n\n대상업종\n- 대중교통 : 버스, 지하철(후불교통기능 선택 시 제공되며, 시외·고속버스 제외)\n- 택시\n\n이용조건\n- 할인한도 : 통합 월 5,000원\n- 전월 일시불 및 할부 이용금액 30만원 이상 시 제공\n- 발급월+1개월까지는 전월 이용금액에 관계없이 제공\n\n유의사항\n- 정상적으로 삼성카드에 접수된 금액 중 순서대로 결제일할인(청구할인)이 적용됩니다.\n- 실제 카드 이용일이 아닌 이용대금 명세서 상 기재된 이용일 기준으로 제공됩니다.\n- 해당 카드 이용 시 카드 혜택 외 삼성카드의 다른 할인 및 적립 혜택은 제공되지 않습니다.\n- 할인이 적용된 이용금액에 대해서는 포인트가 적립되지 않습니다.\n- 무이자할부 이용 시 할인 혜택은 적용되지 않습니다.\n- 전월 이용금액 산정 시, 할인 혜택이 적용된 이용금액(할인금액이 포함된 총 금액), 국세/지방세/공과금, 아파트 관리비, 대학 등록금, 대중교통, 택시, 상품권 구매, 선불카드 충전건은 제외됩니다.\n'}, {'서비스안내\nSKT·KT·LG U+ 이동통신요금 자동납부 시 10% 결제일할인(청구할인)\n\n이용조건\n- 할인한도 : 월 5,000원\n- 전월 일시불 및 할부 이용금액 30만원 이상 시 제공\n- 발급월+1개월까지는 전월 이용금액에 관계없이 제공(카드 자동납부 연결 필수)\n\n유의사항\n- 해당 카드 이용 시 카드 혜택 외 삼성카드의 다른 할인 및 적립 혜택은 제공되지 않습니다.\n- 할인이 적용된 이용금액에 대해서는 포인트가 적립되지 않습니다.\n- 무이자할부 이용 시 할인 혜택은 적용되지 않습니다.\n- 결합상품요금, 휴대전화 단말기 구매금액 및 대리점 카드 결제건은 제외됩니다.\n- 전월 이용금액 산정 시, 할인 혜택이 적용된 이용금액(할인금액이 포함된 총 금액), 국세/지방세/공과금, 아파트 관리비, 대학 등록금, 대중교통, 택시, 상품권 구매, 선불카드 충전건은 제외됩니다.\n', '통신', '이동통신요금 10% 결제일할인'}, {'서비스안내\nCGV 및 롯데시네마 영화 티켓 10,000원 이상 결제 시 5,000원 결제일할인(청구할인)\n\n이용조건\n- 전월 일시불 및 할부 이용금액 30만원 이상 시 제공\n- 발급월+1개월까지는 전월 이용금액에 관계없이 제공(연 12회 이용한도에 포함)\n- 통합 일 1회, 월 2회, 연 12회 제공(연 기준 : 1.1~12.31)\n\n유의사항\n- 현장 결제, 공식 홈페이지 및 앱을 통한 온라인 예매 시 제공됩니다.\n- 예매 대행 사이트 이용 시 할인은 적용되지 않습니다.\n- 해당 카드 이용 시 카드 혜택 외 삼성카드의 다른 할인 및 적립 혜택은 제공되지 않습니다.\n- 할인이 적용된 이용금액에 대해서는 포인트가 적립되지 않습니다.\n- 무이자할부 이용 시 할인 혜택은 적용되지 않습니다.\n- 전월 이용금액에서 할인 혜택이 적용된 이용금액(할인금액이 포함된 총 금액), 국세/지방세/공과금, 아파트 관리비, 대학 등록금, 대중교통, 택시, 상품권 구매, 선불카드 충전건은 제외됩니다.\n', '영화', 'CGV 및 롯데시네마 5,000원 결제일할인'}, {'해외 1.3% 적립\n- 전월 이용금액에 관계없이, 적립한도 없이 해외 가맹점 및 해외 직접구매 이용건 1.3% 빅포인트 적립\n- 해외겸용카드에 한해 제공됩니다.\n- 해외 이용 시 별도의 수수료가 부과됩니다.\n\n적립 공통 기준\n- 보너스클럽 이용 시 보너스포인트와 빅포인트 중 높은 적립률의 포인트가 적립됩니다.\n- 적립된 빅포인트는 보너스포인트, 서비스포인트, 멤버십리워즈와 합산하여 사용하실 수 있습니다.\n- 빅포인트의 유효기간은 5년으로, 유효기간 만료 시 월 단위로 자동 소멸됩니다.\n- 삼성카드 빅포인트 적립 제외 대상\n* 법인공용카드, 무이자할부, 다이어트할부, 삼성카드 할인이 적용된 일시불 및 할부 이용금액, 고용/산재보험 및 장애인 고용부담금, 국세/지방세/공과금, 대학 등록금, 대중교통, 택시, 고속버스 (차내 단말기 및 고속버스 App 결제), 고속도로 통행요금, 모바일 티머니, 선불카드 충전(삼성유포인트카드, 삼성전자 멤버십 BLUE 삼성선불카드, 삼성올앳카드 등), 이마트 이클럽, 문자알림서비스, 스마트오토서비스 이용금액은 제외됩니다.\n', '해외', '해외 1.3% 적립'}]"
